venta_id,fecha,producto_id,cantidad,canal
177,2025-09-09,20,7,Online
178,2025-09-09,7,4,Mayorista
179,2025-09-09,12,4,Mayorista
180,2025-09-09,7,6,Online
181,2025-09-09,2,4,Tienda
182,2025-09-09,28,7,Online
183,2025-09-09,14,6,Tienda
184,2025-09-09,11,4,Online
185,2025-09-09,18,3,Mayorista
186,2025-09-09,1,7,Tienda
187,2025-09-09,10,6,Online
188,2025-09-09,22,6,Tienda
189,2025-09-09,20,1,Tienda
190,2025-09-09,30,1,Online
191,2025-09-10,3,2,Tienda
192,2025-09-10,17,5,Tienda
193,2025-09-10,26,5,Online
194,2025-09-10,28,7,Tienda
195,2025-09-10,26,3,Tienda
196,2025-09-10,2,6,Mayorista
197,2025-09-10,12,7,Tienda
198,2025-09-10,2,3,Tienda
199,2025-09-10,4,1,Mayorista
200,2025-09-10,21,2,Tienda
201,2025-09-10,22,5,Tienda
202,2025-09-10,24,1,Online
203,2025-09-10,27,3,Mayorista
204,2025-09-10,24,6,Tienda
205,2025-09-10,26,6,Tienda
206,2025-09-10,2,3,Tienda
207,2025-09-10,10,2,Online
208,2025-09-10,20,7,Tienda
209,2025-09-10,27,1,Mayorista
210,2025-09-10,1,3,Tienda
211,2025-09-10,16,3,Tienda
212,2025-09-11,2,1,Tienda
213,2025-09-11,14,7,Tienda
214,2025-09-11,20,6,Online
215,2025-09-11,12,1,Tienda
216,2025-09-11,14,3,Tienda
217,2025-09-11,29,2,Mayorista
218,2025-09-11,24,2,Tienda
219,2025-09-11,16,1,Online
220,2025-09-11,10,4,Online
221,2025-09-11,28,5,Tienda
222,2025-09-11,10,4,Mayorista
223,2025-09-11,11,5,Online
224,2025-09-11,28,5,Mayorista
225,2025-09-12,17,3,Tienda
226,2025-09-12,4,7,Tienda
227,2025-09-12,20,2,Tienda
228,2025-09-12,29,4,Tienda
229,2025-09-12,16,4,Mayorista
230,2025-09-12,14,6,Tienda
231,2025-09-12,2,2,Tienda
232,2025-09-12,29,3,Tienda
233,2025-09-12,4,7,Tienda
234,2025-09-12,2,5,Tienda
235,2025-09-12,10,2,Tienda
236,2025-09-12,3,7,Tienda
237,2025-09-12,14,7,Tienda
238,2025-09-12,16,5,Tienda
239,2025-09-12,11,3,Mayorista
240,2025-09-12,2,1,Tienda
241,2025-09-12,4,7,Tienda
242,2025-09-12,13,2,Tienda
243,2025-09-12,3,5,Tienda
244,2025-09-12,22,5,Tienda
245,2025-09-12,8,2,Mayorista
246,2025-09-12,11,5,Tienda
247,2025-09-12,13,2,Tienda
248,2025-09-12,14,6,Tienda
249,2025-09-12,1,7,Mayorista
250,2025-09-12,4,6,Tienda
251,2025-09-13,19,2,Tienda
252,2025-09-13,30,2,Tienda
253,2025-09-13,12,1,Online
254,2025-09-13,26,3,Mayorista
255,2025-09-13,11,2,Tienda
256,2025-09-13,26,1,Tienda
257,2025-09-13,19,6,Tienda
258,2025-09-13,9,7,Tienda
259,2025-09-13,14,2,Tienda
260,2025-09-13,11,4,Online
261,2025-09-13,3,4,Tienda
262,2025-09-13,2,6,Online
263,2025-09-13,12,6,Tienda
264,2025-09-13,2,7,Tienda
265,2025-09-13,6,7,Online
266,2025-09-13,23,1,Tienda
267,2025-09-13,22,3,Tienda
268,2025-09-13,24,3,Mayorista
269,2025-09-13,11,5,Online
270,2025-09-13,28,3,Tienda
271,2025-09-13,18,3,Tienda
272,2025-09-13,5,7,Tienda
273,2025-09-13,6,7,Mayorista
274,2025-09-13,21,7,Tienda
275,2025-09-13,6,3,Online
276,2025-09-13,16,4,Mayorista
277,2025-09-13,30,5,Tienda
278,2025-09-13,1,3,Online
279,2025-09-13,2,5,Online
280,2025-09-13,30,6,Tienda
281,2025-09-13,18,4,Mayorista
282,2025-09-13,5,1,Mayorista
283,2025-09-13,28,7,Tienda
284,2025-09-13,27,6,Tienda
285,2025-09-13,16,4,Tienda
286,2025-09-13,20,6,Mayorista
287,2025-09-14,28,1,Tienda
288,2025-09-14,13,4,Tienda
289,2025-09-14,11,1,Mayorista
290,2025-09-14,19,4,Online
291,2025-09-14,18,5,Tienda
292,2025-09-14,14,4,Tienda
293,2025-09-14,19,1,Online
294,2025-09-14,29,3,Mayorista
295,2025-09-14,15,6,Mayorista
296,2025-09-14,7,7,Mayorista
297,2025-09-14,12,3,Tienda
298,2025-09-14,13,7,Tienda
299,2025-09-14,5,7,Tienda
300,2025-09-14,6,3,Tienda
301,2025-09-14,21,6,Tienda
302,2025-09-14,12,6,Tienda
303,2025-09-14,29,4,Tienda
304,2025-09-14,10,2,Tienda
305,2025-09-14,4,1,Tienda
306,2025-09-14,24,6,Online
307,2025-09-14,27,6,Tienda
308,2025-09-14,10,3,Tienda
309,2025-09-14,7,1,Online
310,2025-09-14,7,6,Tienda
311,2025-09-14,16,5,Tienda
312,2025-09-15,10,7,Tienda
313,2025-09-15,27,2,Tienda
314,2025-09-15,7,2,Tienda
315,2025-09-15,14,2,Tienda
316,2025-09-15,14,7,Tienda
317,2025-09-15,10,1,Tienda
318,2025-09-15,22,4,Tienda
319,2025-09-15,27,5,Mayorista
320,2025-09-15,27,2,Online
321,2025-09-15,12,6,Tienda
322,2025-09-15,16,6,Tienda
323,2025-09-15,10,6,Tienda
324,2025-09-15,10,7,Tienda
325,2025-09-15,6,7,Online
326,2025-09-15,29,3,Online
327,2025-09-15,28,1,Online
328,2025-09-15,25,6,Tienda
329,2025-09-15,16,2,Tienda
330,2025-09-15,15,7,Online
331,2025-09-15,16,6,Mayorista
332,2025-09-15,16,1,Tienda
333,2025-09-15,14,7,Tienda
334,2025-09-15,5,1,Tienda
335,2025-09-15,5,4,Online
336,2025-09-15,29,2,Tienda
337,2025-09-15,15,2,Tienda
338,2025-09-15,29,7,Online
339,2025-09-15,6,6,Online
340,2025-09-15,17,4,Tienda
341,2025-09-16,12,3,Tienda
342,2025-09-16,7,3,Tienda
343,2025-09-16,21,2,Tienda
344,2025-09-16,27,1,Online
345,2025-09-16,2,1,Online
346,2025-09-16,14,5,Tienda
347,2025-09-16,28,7,Tienda
348,2025-09-16,24,3,Online
349,2025-09-16,30,7,Tienda
350,2025-09-16,16,7,Online
351,2025-09-16,20,2,Tienda
352,2025-09-16,11,1,Tienda
353,2025-09-16,29,2,Online
354,2025-09-16,12,2,Mayorista
355,2025-09-16,24,6,Tienda
356,2025-09-16,14,2,Online
357,2025-09-16,17,6,Tienda
358,2025-09-16,23,7,Tienda
359,2025-09-16,16,3,Tienda
360,2025-09-16,28,5,Mayorista
361,2025-09-16,14,4,Online
362,2025-09-16,20,3,Tienda
363,2025-09-17,19,5,Tienda
364,2025-09-17,14,3,Tienda
365,2025-09-17,29,3,Tienda
366,2025-09-17,27,3,Online
367,2025-09-17,11,3,Tienda
368,2025-09-17,16,7,Tienda
369,2025-09-17,15,1,Online
370,2025-09-17,20,3,Mayorista
371,2025-09-17,11,2,Online
372,2025-09-17,10,1,Tienda
373,2025-09-17,28,1,Mayorista
374,2025-09-17,28,3,Tienda
375,2025-09-17,27,7,Tienda
376,2025-09-17,30,2,Tienda
377,2025-09-17,24,7,Mayorista
378,2025-09-17,24,7,Tienda
379,2025-09-17,24,7,Online
380,2025-09-17,15,1,Tienda
381,2025-09-17,14,4,Online
382,2025-09-17,10,7,Tienda
383,2025-09-17,20,5,Tienda
384,2025-09-18,15,6,Online
385,2025-09-18,21,2,Mayorista
386,2025-09-18,20,4,Tienda
387,2025-09-18,30,4,Tienda
388,2025-09-18,30,7,Tienda
389,2025-09-18,16,3,Tienda
390,2025-09-18,4,4,Tienda
391,2025-09-18,23,2,Tienda
392,2025-09-18,30,1,Online
393,2025-09-18,11,1,Online
394,2025-09-18,15,1,Mayorista
395,2025-09-18,14,3,Tienda
396,2025-09-18,2,2,Mayorista
397,2025-09-18,21,2,Tienda
398,2025-09-18,12,6,Online
399,2025-09-18,25,1,Tienda
400,2025-09-18,26,1,Online
401,2025-09-18,26,5,Online
402,2025-09-18,14,2,Tienda
403,2025-09-18,11,4,Tienda
404,2025-09-18,24,6,Tienda
405,2025-09-19,24,7,Online
406,2025-09-19,5,3,Tienda
407,2025-09-19,3,6,Mayorista
408,2025-09-19,6,4,Online
409,2025-09-19,6,4,Tienda
410,2025-09-19,26,1,Tienda
411,2025-09-19,13,3,Tienda
412,2025-09-19,30,4,Tienda
413,2025-09-19,5,2,Mayorista
414,2025-09-19,20,6,Tienda
415,2025-09-19,14,2,Tienda
416,2025-09-19,13,3,Tienda
417,2025-09-19,27,2,Tienda
418,2025-09-19,30,3,Online
419,2025-09-19,27,6,Tienda
420,2025-09-19,7,1,Tienda
421,2025-09-19,9,5,Online
422,2025-09-19,20,7,Tienda
423,2025-09-20,15,1,Mayorista
424,2025-09-20,29,3,Tienda
425,2025-09-20,3,7,Tienda
426,2025-09-20,8,6,Mayorista
427,2025-09-20,18,3,Tienda
428,2025-09-20,7,4,Mayorista
429,2025-09-20,21,7,Tienda
430,2025-09-20,8,3,Tienda
431,2025-09-20,4,4,Tienda
432,2025-09-20,8,1,Tienda
433,2025-09-20,14,7,Mayorista
434,2025-09-20,6,1,Tienda
435,2025-09-20,5,5,Tienda
436,2025-09-20,27,3,Tienda
437,2025-09-20,11,6,Mayorista
438,2025-09-20,12,5,Mayorista
439,2025-09-20,2,6,Tienda
440,2025-09-20,12,3,Tienda
441,2025-09-20,10,7,Tienda
442,2025-09-20,19,4,Online
443,2025-09-20,8,3,Tienda
444,2025-09-20,28,4,Tienda
445,2025-09-20,28,1,Tienda
446,2025-09-20,4,3,Tienda
447,2025-09-20,4,4,Tienda
448,2025-09-20,5,6,Tienda
449,2025-09-20,20,6,Online
450,2025-09-20,5,4,Tienda
451,2025-09-20,27,4,Mayorista
452,2025-09-20,24,6,Tienda
453,2025-09-20,26,1,Tienda
454,2025-09-20,16,5,Mayorista
455,2025-09-20,30,6,Mayorista
456,2025-09-20,2,3,Tienda
457,2025-09-20,13,7,Tienda
458,2025-09-21,2,1,Tienda
459,2025-09-21,24,1,Tienda
460,2025-09-21,27,3,Online
461,2025-09-21,15,2,Tienda
462,2025-09-21,15,6,Tienda
463,2025-09-21,1,6,Tienda
464,2025-09-21,25,7,Tienda
465,2025-09-21,11,4,Online
466,2025-09-21,27,4,Tienda
467,2025-09-21,12,5,Tienda
468,2025-09-21,17,5,Tienda
469,2025-09-21,10,1,Tienda
470,2025-09-21,6,1,Tienda
471,2025-09-21,25,7,Tienda
472,2025-09-21,15,2,Tienda
473,2025-09-21,16,4,Tienda
474,2025-09-21,30,3,Mayorista
475,2025-09-21,30,2,Online
476,2025-09-21,27,3,Mayorista
477,2025-09-21,7,2,Online
478,2025-09-21,18,1,Mayorista
479,2025-09-21,27,7,Tienda
480,2025-09-21,12,5,Tienda
481,2025-09-21,4,3,Tienda
482,2025-09-21,26,1,Mayorista
483,2025-09-21,15,4,Tienda
484,2025-09-21,17,7,Online
485,2025-09-21,30,4,Mayorista
486,2025-09-21,19,3,Tienda
487,2025-09-21,14,3,Mayorista
488,2025-09-22,26,7,Online
489,2025-09-22,6,4,Mayorista
490,2025-09-22,16,6,Mayorista
491,2025-09-22,28,3,Tienda
492,2025-09-22,17,7,Online
493,2025-09-22,13,3,Tienda
494,2025-09-22,14,4,Mayorista
495,2025-09-22,3,2,Online
496,2025-09-22,30,7,Tienda
497,2025-09-22,11,4,Tienda
498,2025-09-22,7,4,Tienda
499,2025-09-22,11,2,Tienda
500,2025-09-22,30,3,Tienda
501,2025-09-22,4,4,Tienda
502,2025-09-22,27,6,Mayorista
503,2025-09-23,6,3,Mayorista
504,2025-09-23,8,4,Tienda
505,2025-09-23,30,3,Tienda
506,2025-09-23,9,6,Tienda
507,2025-09-23,16,5,Online
508,2025-09-23,29,3,Online
509,2025-09-23,30,2,Tienda
510,2025-09-23,10,4,Online
511,2025-09-23,2,7,Mayorista
512,2025-09-23,6,2,Tienda
513,2025-09-23,3,6,Tienda
514,2025-09-23,7,1,Tienda
515,2025-09-23,17,1,Tienda
516,2025-09-23,28,4,Mayorista
517,2025-09-23,16,1,Tienda
518,2025-09-23,20,4,Tienda
519,2025-09-23,7,7,Tienda
520,2025-09-23,26,1,Tienda
521,2025-09-23,20,6,Tienda
522,2025-09-23,27,5,Mayorista
523,2025-09-23,29,1,Mayorista
524,2025-09-23,12,4,Tienda
525,2025-09-23,4,6,Mayorista
526,2025-09-23,9,1,Online
527,2025-09-24,20,3,Mayorista
528,2025-09-24,27,4,Online
529,2025-09-24,20,2,Tienda
530,2025-09-24,12,5,Tienda
531,2025-09-24,20,6,Tienda
532,2025-09-24,21,4,Tienda
533,2025-09-24,29,2,Tienda
534,2025-09-24,12,3,Tienda
535,2025-09-24,14,6,Tienda
536,2025-09-24,26,5,Tienda
537,2025-09-24,16,2,Online
538,2025-09-24,23,6,Online
539,2025-09-24,15,2,Mayorista
540,2025-09-24,9,4,Tienda
541,2025-09-24,24,3,Tienda
542,2025-09-24,5,3,Tienda
543,2025-09-24,7,3,Tienda
544,2025-09-24,20,3,Online
545,2025-09-24,24,2,Tienda
546,2025-09-24,28,3,Tienda
547,2025-09-24,10,1,Tienda
548,2025-09-24,4,4,Tienda
549,2025-09-24,29,7,Online
550,2025-09-24,6,2,Mayorista
551,2025-09-24,7,3,Online
552,2025-09-24,11,4,Mayorista
553,2025-09-25,3,5,Tienda
554,2025-09-25,2,7,Mayorista
555,2025-09-25,15,1,Tienda
556,2025-09-25,15,5,Tienda
557,2025-09-25,14,2,Tienda
558,2025-09-25,17,6,Mayorista
559,2025-09-25,17,6,Online
560,2025-09-25,26,1,Online
561,2025-09-25,4,3,Tienda
562,2025-09-25,9,2,Mayorista
563,2025-09-25,26,4,Tienda
564,2025-09-25,27,2,Tienda
565,2025-09-25,30,5,Online
566,2025-09-25,27,2,Online
567,2025-09-25,28,5,Mayorista
568,2025-09-25,11,3,Tienda
569,2025-09-25,13,5,Tienda
570,2025-09-25,10,1,Mayorista
571,2025-09-25,19,7,Tienda
572,2025-09-25,29,1,Tienda
573,2025-09-25,12,6,Tienda
574,2025-09-25,17,6,Tienda
575,2025-09-25,11,3,Tienda
576,2025-09-25,6,6,Tienda
577,2025-09-25,7,2,Tienda
578,2025-09-25,2,2,Tienda
579,2025-09-26,21,6,Online
580,2025-09-26,30,5,Tienda
581,2025-09-26,14,3,Mayorista
582,2025-09-26,14,7,Mayorista
583,2025-09-26,28,1,Tienda
584,2025-09-26,10,2,Mayorista
585,2025-09-26,23,4,Tienda
586,2025-09-26,24,3,Online
587,2025-09-26,4,5,Online
588,2025-09-26,15,1,Mayorista
589,2025-09-26,7,1,Tienda
590,2025-09-26,7,6,Mayorista
591,2025-09-26,15,2,Online
592,2025-09-26,11,4,Mayorista
593,2025-09-26,26,2,Tienda
594,2025-09-26,28,6,Tienda
595,2025-09-26,26,7,Tienda
596,2025-09-26,10,2,Tienda
597,2025-09-26,10,4,Tienda
598,2025-09-26,10,5,Online
599,2025-09-26,5,7,Tienda
600,2025-09-26,29,7,Online
601,2025-09-26,14,3,Tienda
602,2025-09-26,9,5,Tienda
603,2025-09-26,27,3,Mayorista
604,2025-09-26,13,6,Online
605,2025-09-26,2,6,Mayorista
606,2025-09-26,6,7,Tienda
607,2025-09-27,30,2,Mayorista
608,2025-09-27,4,6,Tienda
609,2025-09-27,14,4,Online
610,2025-09-27,27,4,Tienda
611,2025-09-27,10,6,Tienda
612,2025-09-27,25,2,Mayorista
613,2025-09-27,13,4,Online
614,2025-09-27,30,5,Online
615,2025-09-27,27,7,Tienda
616,2025-09-27,11,4,Tienda
617,2025-09-27,24,1,Tienda
618,2025-09-27,11,5,Mayorista
619,2025-09-27,19,6,Tienda
620,2025-09-27,20,6,Tienda
621,2025-09-27,26,1,Mayorista
622,2025-09-27,2,1,Mayorista
623,2025-09-27,9,5,Tienda
624,2025-09-27,22,7,Tienda
625,2025-09-27,17,3,Tienda
626,2025-09-27,15,2,Tienda
627,2025-09-27,2,3,Mayorista
628,2025-09-27,12,1,Tienda
629,2025-09-27,27,1,Mayorista
630,2025-09-27,2,1,Tienda
631,2025-09-27,13,1,Online
632,2025-09-27,29,6,Mayorista
633,2025-09-27,2,3,Tienda
634,2025-09-27,24,5,Online
635,2025-09-27,10,3,Tienda
636,2025-09-27,27,4,Tienda
637,2025-09-28,10,5,Online
638,2025-09-28,6,5,Tienda
639,2025-09-28,10,6,Tienda
640,2025-09-28,27,4,Tienda
641,2025-09-28,11,7,Tienda
642,2025-09-28,21,2,Online
643,2025-09-28,27,6,Mayorista
644,2025-09-28,3,2,Tienda
645,2025-09-28,24,1,Tienda
646,2025-09-28,11,6,Tienda
647,2025-09-28,9,1,Mayorista
648,2025-09-28,21,5,Tienda
649,2025-09-28,28,7,Tienda
650,2025-09-28,11,4,Online
651,2025-09-28,17,1,Tienda
652,2025-09-28,11,1,Tienda
653,2025-09-28,17,4,Tienda
654,2025-09-28,20,7,Tienda
655,2025-09-28,19,7,Tienda
656,2025-09-28,20,7,Tienda
657,2025-09-28,5,3,Tienda
658,2025-09-28,21,2,Tienda
659,2025-09-29,23,5,Mayorista
660,2025-09-29,2,5,Mayorista
661,2025-09-29,17,1,Online
662,2025-09-29,6,4,Mayorista
663,2025-09-29,29,3,Tienda
664,2025-09-29,6,7,Tienda
665,2025-09-29,20,5,Tienda
666,2025-09-29,11,6,Tienda
667,2025-09-29,20,2,Mayorista
668,2025-09-29,14,7,Mayorista
669,2025-09-29,24,5,Tienda
670,2025-09-29,10,6,Tienda
671,2025-09-29,28,5,Tienda
672,2025-09-29,15,4,Tienda
673,2025-09-29,24,5,Tienda
674,2025-09-29,27,5,Online
675,2025-09-29,30,6,Tienda
676,2025-09-29,9,3,Tienda
677,2025-09-29,11,4,Mayorista
678,2025-09-29,10,2,Tienda
679,2025-09-29,10,1,Online
680,2025-09-30,11,2,Online
681,2025-09-30,6,2,Mayorista
682,2025-09-30,20,5,Tienda
683,2025-09-30,10,4,Tienda
684,2025-09-30,3,3,Tienda
685,2025-09-30,2,6,Tienda
686,2025-09-30,18,2,Tienda
687,2025-09-30,2,4,Tienda
688,2025-09-30,27,5,Tienda
689,2025-09-30,6,4,Tienda
690,2025-09-30,19,5,Online
691,2025-09-30,14,4,Online
692,2025-09-30,14,6,Tienda
693,2025-09-30,3,7,Tienda
694,2025-09-30,26,4,Tienda
695,2025-09-30,28,2,Tienda
696,2025-09-30,1,1,Tienda
697,2025-09-30,7,2,Tienda
698,2025-09-30,28,3,Mayorista
699,2025-09-30,17,4,Tienda
700,2025-09-30,6,7,Mayorista
701,2025-09-30,7,4,Mayorista
702,2025-09-30,20,1,Mayorista
703,2025-10-01,20,1,Tienda
704,2025-10-01,20,3,Tienda
705,2025-10-01,14,6,Mayorista
706,2025-10-01,17,4,Online
707,2025-10-01,6,1,Mayorista
708,2025-10-01,24,2,Tienda
709,2025-10-01,3,2,Tienda
710,2025-10-01,23,6,Tienda
711,2025-10-01,27,4,Tienda
712,2025-10-01,15,7,Online
713,2025-10-01,16,5,Tienda
714,2025-10-01,11,7,Tienda
715,2025-10-01,30,5,Tienda
716,2025-10-01,23,5,Tienda
717,2025-10-02,11,5,Tienda
718,2025-10-02,11,5,Online
719,2025-10-02,27,6,Tienda
720,2025-10-02,16,1,Tienda
721,2025-10-02,27,3,Tienda
722,2025-10-02,14,4,Online
723,2025-10-02,29,1,Tienda
724,2025-10-02,20,3,Tienda
725,2025-10-02,5,2,Tienda
726,2025-10-02,27,1,Tienda
727,2025-10-02,15,6,Tienda
728,2025-10-02,6,3,Online
729,2025-10-02,6,6,Tienda
730,2025-10-02,21,7,Tienda
731,2025-10-02,2,2,Tienda
732,2025-10-02,11,6,Online
733,2025-10-02,6,4,Mayorista
734,2025-10-02,14,5,Mayorista
735,2025-10-02,14,6,Tienda
736,2025-10-02,16,1,Tienda
737,2025-10-02,10,4,Tienda
738,2025-10-02,2,2,Mayorista
739,2025-10-03,15,6,Tienda
740,2025-10-03,30,5,Online
741,2025-10-03,15,3,Tienda
742,2025-10-03,5,2,Tienda
743,2025-10-03,2,3,Tienda
744,2025-10-03,29,6,Tienda
745,2025-10-03,10,1,Tienda
746,2025-10-03,15,6,Tienda
747,2025-10-03,4,1,Tienda
748,2025-10-03,14,7,Tienda
749,2025-10-03,28,4,Tienda
750,2025-10-03,15,4,Tienda
751,2025-10-03,30,5,Tienda
752,2025-10-03,10,6,Online
753,2025-10-03,15,7,Tienda
754,2025-10-03,27,7,Online
755,2025-10-03,14,3,Mayorista
756,2025-10-03,10,5,Tienda
757,2025-10-03,27,4,Tienda
758,2025-10-03,13,2,Tienda
759,2025-10-03,16,6,Tienda
760,2025-10-03,30,2,Tienda
761,2025-10-03,7,1,Tienda
762,2025-10-03,11,7,Tienda
763,2025-10-03,2,7,Tienda
764,2025-10-03,13,1,Tienda
765,2025-10-03,7,6,Tienda
766,2025-10-04,13,1,Mayorista
767,2025-10-04,12,4,Tienda
768,2025-10-04,11,6,Online
769,2025-10-04,4,1,Online
770,2025-10-04,2,1,Online
771,2025-10-04,7,6,Mayorista
772,2025-10-04,24,5,Tienda
773,2025-10-04,30,6,Tienda
774,2025-10-04,28,2,Tienda
775,2025-10-04,15,5,Tienda
776,2025-10-04,16,4,Tienda
777,2025-10-04,11,6,Mayorista
778,2025-10-04,24,3,Tienda
779,2025-10-04,24,7,Tienda
780,2025-10-04,27,7,Tienda
781,2025-10-04,28,6,Tienda
782,2025-10-04,14,4,Tienda
783,2025-10-04,24,3,Tienda
784,2025-10-04,26,4,Tienda
